#
# clustering coefficient. G(150568, 12246069). Average clustering: 0.9315  OpenTriads: -836026651 (0.6033)  ClosedTriads: -2020504368 (0.3967) (Sun Nov  4 01:03:47 2018)
#
# Node degree	Average clustering coefficient
1944	0.716531
1945	0.693554
1946	0.665956
1947	0.669574
1949	0.672676
1950	0.724437
1951	0.549756
1955	0.331123
1956	0.440658
1957	0.721748
1958	0.624555
1959	0.542762
1961	0.598591
1962	0.718083
1963	0.717993
1965	0.582695
1966	0.29408
1968	0.722692
1970	0.624973
1971	0.312803
1972	0.697249
1973	0.710057
1975	0.474658
1978	0.576373
1979	0.649005
1980	0.617879
1981	0.651156
1982	0.691245
1983	0.644652
1984	0.369355
1985	0.627408
1986	0.708297
1988	0.603147
1992	0.602394
1994	0.586773
1996	0.593831
1997	0.57117
1998	0.673005
1999	0.654964
2000	0.288652
2002	0.524341
2003	0.71493
2004	0.43316
2005	0.562985
2006	0.663606
2007	0.691266
2008	0.698593
2009	0.639274
2010	0.456533
2011	0.417157
2012	0.662779
2013	0.688123
2020	0.650719
2021	0.733529
2022	0.592869
2025	0.536264
2026	0.685509
2027	0.698312
2028	0.536166
2029	0.374708
2030	0.596623
2032	0.351845
2034	0.667721
2035	0.357651
2036	0.557216
2037	0.592125
2038	0.651601
2039	0.695069
2040	0.225482
2042	0.681783
2044	0.524454
2045	0.479496
2046	0.50785
2047	0.379791
2048	0.629415
2049	0.72223
2050	0.673049
2051	0.695446
2053	0.204155
2054	0.632895
2055	0.695947
2056	0.485427
2057	0.715649
2062	0.492481
2064	0.658094
2067	0.697181
2071	0.681431
2072	0.649331
2074	0.695646
2076	0.448177
2079	0.573241
2080	0.670572
2081	0.648638
2083	0.652398
2085	0.398966
2086	0.636469
2087	0.502755
2088	0.687767
2089	0.551496
2090	0.699756
2092	0.437769
2093	0.688245
2094	0.686345
2095	0.581028
2097	0.522392
2100	0.221329
2101	0.67343
2102	0.596865
2103	0.670741
2104	0.563034
2105	0.56541
2109	0.581231
2110	0.690197
2112	0.636673
2113	0.498491
2115	0.575203
2117	0.633465
2118	0.506523
2119	0.663481
2121	0.484951
2122	0.612918
2123	0.455601
2124	0.338369
2126	0.283356
2128	0.636687
2129	0.66245
2130	0.267872
2131	0.631324
2132	0.66
2133	0.23392
2134	0.636129
2136	0.633906
2137	0.608129
2138	0.269898
2140	0.518332
2141	0.470944
2142	0.640589
2147	0.650897
2150	0.466587
2153	0.489284
2156	0.547294
2158	0.488155
2159	0.499364
2160	0.562927
2161	0.249526
2163	0.469839
2164	0.612255
2165	0.337135
2168	0.640656
2169	0.56301
2172	0.628116
2173	0.577894
2174	0.659875
2176	0.396397
2180	0.667044
2181	0.600784
2182	0.678257
2183	0.621364
2185	0.643924
2186	0.561013
2187	0.567534
2189	0.591317
2190	0.579311
2191	0.60493
2198	0.542683
2200	0.538622
2202	0.639575
2203	0.630385
2205	0.536912
2208	0.641374
2212	0.451639
2214	0.423099
2216	0.636379
2218	0.655791
2219	0.663716
2220	0.633199
2221	0.534392
2222	0.627465
2225	0.302025
2226	0.640042
2227	0.366049
2230	0.644726
2231	0.624517
2232	0.535091
2234	0.419077
2235	0.61377
2237	0.174051
2239	0.495208
2243	0.607596
2244	0.497863
2245	0.587105
2247	0.630096
2248	0.647303
2250	0.638905
2252	0.609264
2253	0.488258
2255	0.268657
2256	0.628133
2258	0.283342
2259	0.569523
2260	0.623968
2261	0.60323
2262	0.520062
2264	0.570128
2267	0.458254
2268	0.443475
2270	0.583046
2271	0.595743
2272	0.426186
2273	0.561938
2274	0.613651
2275	0.52106
2278	0.578322
2279	0.618892
2280	0.577765
2281	0.513209
2282	0.491282
2283	0.455806
2284	0.470038
2286	0.603409
2287	0.6357
2288	0.563835
2289	0.301509
2291	0.521987
2295	0.572558
2296	0.530962
2297	0.572166
2298	0.298398
2299	0.612944
2300	0.614116
2308	0.630341
2309	0.49407
2311	0.600407
2313	0.450352
2314	0.539233
2318	0.556518
2319	0.547909
2323	0.560967
2324	0.582862
2325	0.436612
2328	0.570425
2329	0.437453
2331	0.577305
2332	0.417572
2334	0.609243
2336	0.439283
2339	0.573216
2341	0.599028
2342	0.588966
2344	0.530342
2345	0.570807
2346	0.488989
2347	0.569952
2348	0.605362
2349	0.617301
2351	0.613273
2352	0.572064
2353	0.597732
2356	0.532532
2357	0.242256
2359	0.598943
2361	0.546993
2363	0.580611
2364	0.564923
2365	0.493242
2366	0.5722
2367	0.447816
2368	0.58883
2369	0.522707
2371	0.593193
2372	0.595909
2373	0.573153
2375	0.567867
2377	0.633514
2379	0.567735
2380	0.599397
2382	0.513937
2383	0.604429
2384	0.468367
2387	0.546369
2392	0.59492
2393	0.596602
2397	0.547051
2400	0.215067
2401	0.60156
2403	0.422109
2405	0.568009
2406	0.535282
2408	0.596942
2414	0.549486
2415	0.502794
2417	0.592333
2418	0.419703
2425	0.595046
2434	0.579701
2436	0.551448
2437	0.480428
2439	0.555141
2440	0.57812
2443	0.401881
2444	0.267189
2445	0.527494
2446	0.453981
2447	0.52014
2454	0.505893
2456	0.563073
2457	0.588183
2458	0.578451
2460	0.56607
2461	0.379656
2462	0.565328
2464	0.583853
2465	0.570237
2470	0.498034
2471	0.475103
2473	0.556075
2474	0.553019
2475	0.483121
2476	0.526738
2477	0.278198
2479	0.555807
2481	0.5445
2482	0.494921
2492	0.540367
2493	0.565489
2494	0.58427
2496	0.509551
2502	0.56198
2503	0.538956
2506	0.189109
2519	0.541005
2520	0.460532
2525	0.581757
2526	0.221767
2527	0.54976
2528	0.539531
2533	0.5534
2536	0.511665
2540	0.554785
2547	0.56092
2549	0.44589
2550	0.267213
2551	0.523309
2553	0.515037
2554	0.485196
2556	0.544444
2557	0.54452
2561	0.532032
2564	0.463277
2567	0.509507
2570	0.466211
2571	0.302623
2573	0.532854
2577	0.511604
2580	0.547126
2583	0.515018
2584	0.557835
2585	0.535097
2590	0.513735
2593	0.478071
2597	0.436042
2598	0.52227
2601	0.500875
2602	0.427472
2603	0.521206
2604	0.477321
2605	0.50733
2607	0.527448
2611	0.516511
2613	0.48757
2614	0.50696
2616	0.530767
2618	0.487414
2620	0.474119
2625	0.500467
2627	0.503547
2630	0.518466
2631	0.260268
2632	0.251707
2633	0.50999
2634	0.520514
2635	0.462727
2638	0.47687
2639	0.509457
2640	0.518578
2641	0.412992
2645	0.515847
2647	0.44171
2648	0.526189
2649	0.520846
2650	0.388275
2652	0.522683
2655	0.204214
2657	0.496363
2660	0.528108
2663	0.418933
2666	0.42951
2667	0.456813
2668	0.445553
2669	0.467088
2670	0.497705
2671	0.524578
2673	0.506455
2674	0.532914
2677	0.515738
2682	0.498541
2683	0.538301
2684	0.198174
2685	0.351895
2686	0.480136
2687	0.464873
2688	0.520637
2693	0.310174
2694	0.479613
2695	0.387163
2696	0.514976
2698	0.525092
2699	0.505009
2702	0.48032
2703	0.489832
2707	0.473155
2711	0.505793
2713	0.528541
2714	0.517921
2719	0.277955
2720	0.211119
2722	0.354244
2723	0.347461
2725	0.473358
2728	0.446887
2732	0.460924
2736	0.465561
2738	0.524102
2739	0.466519
2740	0.462924
2742	0.512689
2746	0.489509
2748	0.50401
2749	0.517334
2751	0.440224
2754	0.39979
2756	0.241391
2757	0.477457
2758	0.511247
2762	0.489337
2763	0.520512
2764	0.22524
2765	0.482904
2767	0.498903
2768	0.488949
2769	0.471437
2772	0.351475
2777	0.503481
2778	0.466221
2779	0.488403
2780	0.483744
2784	0.496745
2785	0.513479
2787	0.476861
2788	0.404114
2793	0.474374
2795	0.477658
2796	0.49972
2797	0.20717
2798	0.466171
2799	0.500583
2800	0.423277
2804	0.493583
2805	0.464315
2810	0.486695
2819	0.219722
2820	0.30093
2823	0.471613
2826	0.485443
2828	0.426744
2837	0.498261
2841	0.340382
2842	0.451253
2844	0.473605
2848	0.460327
2849	0.498188
2850	0.229078
2851	0.448622
2853	0.451207
2854	0.484442
2857	0.465152
2858	0.466331
2860	0.446113
2863	0.421243
2866	0.173922
2868	0.4532
2869	0.451396
2870	0.458519
2871	0.461153
2872	0.449323
2874	0.467833
2876	0.470251
2879	0.465473
2883	0.429072
2886	0.481002
2888	0.476442
2889	0.436782
2890	0.481057
2891	0.444832
2893	0.46263
2895	0.48061
2898	0.462816
2900	0.452027
2903	0.420299
2905	0.458662
2908	0.430855
2909	0.481728
2910	0.388408
2912	0.467028
2919	0.463172
2920	0.472498
2921	0.459621
2922	0.453114
2924	0.458009
2925	0.458745
2926	0.450881
2931	0.436745
2936	0.457891
2944	0.435129
2945	0.343856
2949	0.453049
2950	0.386408
2954	0.447034
2956	0.41652
2962	0.45746
2965	0.451584
2966	0.464603
2969	0.456638
2971	0.437569
2974	0.454291
2975	0.438344
2976	0.437767
2979	0.383192
2982	0.433774
2985	0.455016
2989	0.464857
2990	0.44445
2997	0.455904
2999	0.42584
3003	0.457635
3005	0.430317
3006	0.301985
3007	0.449127
3008	0.459266
3010	0.380851
3013	0.448251
3015	0.421464
3016	0.444332
3021	0.427804
3023	0.446665
3029	0.421056
3034	0.426877
3039	0.429419
3042	0.444748
3043	0.437727
3047	0.426908
3052	0.430682
3053	0.373746
3061	0.442039
3062	0.426104
3063	0.446264
3064	0.149087
3067	0.439971
3068	0.409406
3073	0.446514
3076	0.358736
3078	0.423761
3079	0.421056
3081	0.382557
3088	0.428274
3089	0.406428
3091	0.401131
3106	0.426536
3111	0.403259
3113	0.425009
3115	0.430647
3116	0.408597
3117	0.432495
3119	0.408246
3121	0.416451
3123	0.429678
3129	0.409267
3130	0.392651
3135	0.436103
3138	0.416104
3150	0.342322
3156	0.421979
3157	0.424928
3160	0.414351
3162	0.405864
3165	0.409565
3177	0.24571
3180	0.414129
3185	0.416686
3200	0.39335
3207	0.40566
3209	0.350994
3211	0.397487
3213	0.413214
3215	0.392178
3216	0.394501
3217	0.408503
3218	0.416304
3224	0.411288
3231	0.411086
3235	0.378521
3240	0.40129
3247	0.373755
3248	0.406134
3249	0.392174
3252	0.397399
3253	0.412345
3257	0.408175
3265	0.275188
3266	0.39982
3271	0.38696
3272	0.405183
3274	0.395235
3275	0.385731
3276	0.404387
3296	0.400868
3299	0.397499
3306	0.389606
3319	0.378491
3320	0.392619
3324	0.389959
3326	0.363418
3328	0.160343
3333	0.373073
3335	0.379468
3342	0.391869
3347	0.371729
3363	0.389001
3372	0.386565
3373	0.348933
3378	0.357527
3380	0.35943
3389	0.355994
3392	0.38108
3403	0.366801
3404	0.345529
3418	0.37333
3422	0.36342
3425	0.376391
3428	0.255764
3436	0.371078
3450	0.353163
3455	0.372192
3456	0.130693
3461	0.332383
3466	0.345192
3475	0.362581
3477	0.366806
3478	0.358949
3500	0.362388
3505	0.295506
3514	0.356614
3517	0.355695
3526	0.34533
3537	0.138056
3546	0.349067
3548	0.35813
3552	0.343949
3565	0.350434
3566	0.157758
3570	0.344337
3572	0.329313
3597	0.349645
3601	0.151638
3609	0.332388
3613	0.337648
3617	0.345983
3620	0.33097
3625	0.343918
3637	0.342313
3638	0.31498
3643	0.341131
3652	0.339343
3656	0.32771
3658	0.337948
3662	0.262061
3670	0.339128
3686	0.33264
3703	0.159867
3739	0.315471
3744	0.331126
3761	0.329911
3772	0.325702
3797	0.31072
3805	0.14186
3820	0.31801
3828	0.313323
3830	0.319618
3831	0.315551
3834	0.316341
3862	0.178394
3863	0.303634
3864	0.310973
3865	0.303456
3883	0.312021
3905	0.308723
3906	0.300188
3927	0.303088
3945	0.285363
3966	0.239663
3971	0.292701
3997	0.294828
4002	0.294533
4076	0.289341
4096	0.285787
4102	0.285956
4243	0.260068
4246	0.269941
4265	0.263303
4298	0.264208
4358	0.256846
4360	0.111557
4367	0.258617
4435	0.248335
4489	0.245868
4721	0.224731
4832	0.220666
6215	0.162932
9762	0.0296222
